id_nip;operadora;id_cmpt;id_comp;sg_uf;cd_munic;tema;subtema;modal;cd_porte;contr;classi;nat_nip
1207;343889;202207;202209;MG;310620;01;17;04;G;01;06;01
1208;343889;202207;202209;AL;270010;01;09;04;G;01;06;01
1209;343889;202207;202209;SP;355030;02;09;04;G;01;08;02
1210;343889;202207;202209;MG;310620;01;17;04;G;05;08;01
1211;343889;202207;202209;AC;120001;01;09;04;G;02;06;01
1212;343889;202207;202209;MG;313190;01;24;04;G;01;08;01
1213;343889;202207;202209;MG;310620;01;24;04;G;05;06;01
1214;343889;202207;202209;MG;315780;02;02;04;G;01;08;02
1215;343889;202207;202209;MG;310900;01;22;04;G;01;06;01
1216;343889;202207;202209;MG;310620;01;09;04;G;01;06;01
1217;343889;202207;202209;AC;120040;01;21;04;G;02;06;01
1218;343889;202207;202209;MG;310620;01;17;04;G;01;06;01
1219;343889;202207;202209;MG;310620;01;17;04;G;01;06;01
1220;343889;202207;202209;MG;310620;01;17;04;G;02;06;01
1221;343889;202207;202209;MG;310620;01;24;04;G;02;06;01
1222;343889;202207;202209;MG;310620;02;14;04;G;01;08;02
1223;343889;202207;202209;MG;315120;01;24;04;G;01;06;01
1224;343889;202207;202209;RJ;330455;01;09;04;G;02;06;01
1225;343889;202207;202209;MG;312230;01;21;04;G;01;06;01
1226;343889;202207;202209;MG;310620;01;09;04;G;05;06;01
1227;343889;202207;202209;MG;311860;01;17;04;G;05;06;01
1228;343889;202207;202209;MG;310620;03;18;04;G;05;08;02
1229;343889;202207;202209;MG;310620;02;09;04;G;05;06;02
1230;343889;202207;202209;MG;311860;03;20;04;G;05;08;02
1231;343889;202207;202209;MG;313760;01;07;04;G;05;06;01
1232;343889;202207;202209;MG;315780;01;17;04;G;01;06;01
1233;343889;202207;202209;MG;310620;02;25;04;G;05;06;02
1234;343889;202207;202209;MG;310620;01;09;04;G;05;06;01
1235;343889;202207;202209;MG;310620;01;09;04;G;02;06;01
1236;343889;202207;202209;MG;317020;01;21;04;G;01;08;01
1237;343889;202207;202209;SP;355030;01;09;04;G;01;06;01
1238;343889;202207;202209;MG;310620;02;14;04;G;02;06;02
1239;343889;202207;202209;MG;310620;01;22;04;G;02;06;01
1240;343889;202207;202209;MG;311860;01;17;04;G;01;06;01
1241;343889;202207;202209;MG;311860;01;09;04;G;05;08;01
1242;343889;202207;202209;MG;315670;01;09;04;G;01;06;01
1243;343889;202207;202209;MG;317120;01;07;04;G;01;06;01
1244;343889;202207;202209;MG;313130;01;24;04;G;02;06;01
1245;343889;202207;202209;MG;316292;01;24;04;G;05;08;01
1246;343889;202207;202209;MG;317020;01;22;04;G;01;08;01
1247;343889;202207;202209;MG;310620;01;17;04;G;05;06;01
1248;343889;202207;202209;MG;310620;02;25;04;G;05;06;02
1249;343889;202207;202209;MG;310620;01;17;04;G;05;06;01
1250;343889;202207;202209;MG;310620;01;17;04;G;01;06;01
1251;343889;202207;202209;MG;310620;01;17;04;G;01;06;01
1252;343889;202207;202209;MG;310620;02;25;04;G;05;06;02
1253;343889;202207;202209;PR;411790;01;21;04;G;01;06;01
1254;343889;202207;202209;MG;313670;01;22;04;G;02;08;01
1255;343889;202207;202209;MG;310620;01;01;04;G;05;04;01
1256;343889;202207;202209;MG;311860;01;09;04;G;05;06;01
1257;343889;202207;202209;SP;353440;01;21;04;G;01;06;01
1258;343889;202207;202209;MG;310670;01;21;04;G;01;06;01
1259;343889;202207;202209;MG;310670;03;13;04;G;05;06;02
1260;343889;202207;202209;MG;315670;01;09;04;G;01;08;01
1261;343889;202207;202209;SC;420540;01;24;04;G;01;08;01
1262;343889;202207;202209;MG;310130;01;09;04;G;05;06;01
1263;343889;202207;202209;MG;310620;01;24;04;G;05;06;01
1264;343889;202207;202209;MG;310620;01;17;04;G;01;06;01
1265;343889;202207;202209;MG;310620;02;06;04;G;05;08;02
1266;343889;202207;202209;MG;310620;02;25;04;G;02;06;02
1267;343889;202207;202209;MG;314800;01;22;04;G;02;06;01
1268;343889;202207;202209;AL;270020;01;09;04;G;01;06;01
1269;343889;202207;202209;MG;310620;01;17;04;G;01;06;01
1270;343889;202207;202209;MG;310620;02;25;04;G;05;08;02
1271;343889;202207;202209;MG;310620;01;21;04;G;01;06;01
1272;343889;202207;202209;MG;310620;01;21;04;G;01;06;01
1273;343889;202207;202209;MG;310620;01;17;04;G;02;06;01
1274;343889;202207;202209;MG;310620;01;17;04;G;01;06;01
1275;343889;202207;202209;MG;310620;01;17;04;G;01;06;01
1276;343889;202207;202209;MG;310620;01;17;04;G;02;06;01
1277;343889;202207;202209;MG;310560;01;09;04;G;01;06;01
1278;343889;202207;202209;MG;310670;01;07;04;G;05;08;01
1279;343889;202207;202209;RJ;330455;01;09;04;G;01;06;01
1280;343889;202207;202209;MG;313820;02;11;04;G;02;06;02
1281;343889;202207;202209;MG;311860;02;25;04;G;01;06;02
1282;343889;202207;202209;MG;310620;01;01;04;G;01;06;01
1283;343889;202207;202209;MG;317020;01;22;04;G;01;08;01
1284;343889;202207;202209;MG;310620;01;21;04;G;05;06;01
1285;343889;202207;202209;ES;320130;01;09;04;G;01;06;01
1286;343889;202207;202209;MG;310620;01;17;04;G;01;06;01
1287;343889;202207;202209;MG;310620;01;24;04;G;05;08;01
1288;343889;202207;202209;MG;313670;01;17;04;G;01;06;01
1289;343889;202207;202209;MG;317020;01;24;04;G;02;06;01
1290;343889;202207;202209;MG;310620;01;09;04;G;01;06;01
1291;343889;202207;202209;PA;150553;01;21;04;G;10;06;01
1292;343889;202207;202209;MG;315720;01;24;04;G;05;08;01
1293;343889;202207;202209;MG;311860;01;07;04;G;05;06;01
1294;343889;202207;202209;MG;313760;01;24;04;G;01;06;01
1295;343889;202207;202209;MG;315140;01;24;04;G;01;06;01
1296;343889;202207;202209;MG;310670;01;01;04;G;02;06;01
1297;343889;202207;202209;MG;311860;01;09;04;G;05;06;01
1298;343889;202207;202209;MG;310080;01;09;04;G;01;06;01
1299;343889;202207;202209;MG;310620;01;17;04;G;01;06;01
1300;343889;202207;202209;MG;310620;01;17;04;G;01;06;01
1301;343889;202207;202209;MG;310620;03;18;04;G;05;06;02
1302;343889;202207;202209;MG;310620;01;09;04;G;05;06;01
1303;343889;202207;202209;MG;310620;01;24;04;G;01;06;01
1304;343889;202207;202209;MG;310670;01;17;04;G;01;06;01
1305;343889;202207;202209;AL;270010;01;09;04;G;01;06;01
1306;343889;202207;202209;MG;310670;01;17;04;G;01;06;01
1307;343889;202207;202209;MG;310620;01;21;04;G;05;06;01
1308;343889;202207;202209;MG;310620;02;25;04;G;02;06;02
1309;343889;202207;202209;MG;311860;01;22;04;G;01;08;01
1310;343889;202207;202209;MG;310740;01;09;04;G;01;06;01
1311;343889;202207;202209;MG;310620;01;07;04;G;01;06;01
1312;343889;202207;202209;MG;310620;03;20;04;G;05;08;02
1313;343889;202207;202209;MG;310620;01;17;04;G;05;06;01
1314;343889;202207;202209;SP;355030;01;09;04;G;02;06;01
1315;343889;202207;202209;MG;314070;01;17;04;G;02;06;01
1316;343889;202207;202209;MG;314800;01;22;04;G;05;06;01
1317;343889;202207;202209;MG;315980;01;09;04;G;01;06;01
1318;343889;202207;202209;MG;315180;01;24;04;G;01;06;01
1319;343889;202207;202209;MG;310620;01;09;04;G;01;06;01
1320;343889;202207;202209;MG;310620;01;09;04;G;05;08;01
1321;343889;202207;202209;MG;310620;01;09;04;G;05;06;01
1322;343889;202207;202209;MG;310620;01;17;04;G;01;06;01
1323;343889;202207;202209;MG;310620;01;17;04;G;01;06;01
1324;343889;202207;202209;MG;314480;01;09;04;G;05;06;01
1325;343889;202207;202209;MG;310670;01;17;04;G;05;08;01
1326;343889;202207;202209;MG;310620;01;24;04;G;05;06;01
1327;343889;202207;202209;MG;310620;01;09;04;G;01;06;01
1328;343889;202207;202209;SP;350950;01;24;04;G;01;08;01
1329;343889;202207;202209;MG;310670;01;17;04;G;01;06;01
1330;343889;202207;202209;BA;293330;01;21;04;G;02;06;01
1331;343889;202207;202209;MG;310620;01;17;04;G;02;06;01
1332;343889;202207;202209;MG;310620;02;25;04;G;02;06;02
1333;343889;202207;202209;MG;310620;01;01;04;G;02;06;01
1334;343889;202207;202209;MG;317040;01;09;04;G;02;06;01
1335;343889;202207;202209;MG;314480;01;17;04;G;01;08;01
1336;343889;202207;202209;MG;311860;01;21;04;G;01;08;01
1337;343889;202207;202209;MG;314800;01;21;04;G;01;06;01
1338;343889;202207;202209;MG;315670;01;21;04;G;01;06;01
1339;343889;202207;202209;AC;120005;01;21;04;G;01;06;01
1340;343889;202207;202209;AC;120001;01;09;04;G;01;06;01
1341;343889;202207;202209;MG;317020;01;24;04;G;01;06;01
1342;343889;202207;202209;MG;315390;02;09;04;G;05;06;02
1343;343889;202207;202209;MG;314015;01;17;04;G;01;06;01
1344;343889;202207;202209;MG;310620;01;24;04;G;02;06;01
1345;343889;202207;202209;MG;310620;01;21;04;G;05;06;01
1346;343889;202207;202209;MG;310620;01;01;04;G;02;06;01
1347;343889;202207;202209;MG;311860;01;17;04;G;05;06;01
1348;343889;202207;202209;MG;311860;01;24;04;G;05;06;01
1349;343889;202207;202209;MG;314930;01;01;04;G;05;06;01
1350;343889;202207;202209;MG;315460;02;25;04;G;01;08;02
1351;343889;202207;202209;MG;317020;01;22;04;G;01;08;01
1352;343889;202207;202209;MG;310620;01;17;04;G;05;06;01
1353;343889;202207;202209;MG;315780;01;09;04;G;01;06;01
1354;343889;202207;202209;MG;310620;01;17;04;G;02;06;01
1355;343889;202207;202209;MG;310620;01;17;04;G;01;08;01
1356;343889;202207;202209;MG;310620;03;13;04;G;05;08;02
1357;343889;202207;202209;MG;310620;01;24;04;G;01;06;01
1358;343889;202207;202209;AL;270010;02;02;04;G;01;06;02
1359;343889;202207;202209;MG;311860;01;21;04;G;01;06;01
1360;343889;202207;202209;BA;291360;02;16;04;G;01;06;02
1361;343889;202207;202209;SP;355030;01;22;04;G;01;08;01
1362;343889;202207;202209;SP;355250;01;21;04;G;01;08;01
1363;343889;202207;202209;MG;310620;01;17;04;G;02;06;01
1364;343889;202207;202209;MG;310620;03;18;04;G;05;08;02
1365;343889;202207;202209;MG;310620;01;21;04;G;01;06;01
1366;343889;202207;202209;MG;310620;02;09;04;G;05;06;02
1367;343889;202207;202209;MG;310620;01;24;04;G;01;06;01
1368;343889;202207;202209;MG;317020;01;21;04;G;05;06;01
1369;343889;202207;202209;MG;312230;01;21;04;G;01;06;01
1370;343889;202207;202209;MG;316720;01;17;04;G;02;06;01
1371;343889;202207;202209;MG;310620;01;09;04;G;02;06;01
1372;343889;202207;202209;MG;310670;01;09;04;G;01;06;01
1373;343889;202207;202209;MG;310620;01;21;04;G;01;06;01
1374;343889;202207;202209;MG;317020;01;17;04;G;01;06;01
1375;343889;202207;202209;MG;310670;01;17;04;G;05;08;01
1376;343889;202207;202209;MG;310620;01;21;04;G;01;06;01
1377;343889;202207;202209;MG;310620;02;25;04;G;01;06;02
1378;343889;202207;202209;MG;310620;01;21;04;G;01;06;01
1379;343889;202207;202209;MG;313670;01;21;04;G;02;06;01
1380;343889;202207;202209;MG;313630;02;10;04;G;02;06;02
1381;343889;202207;202209;MG;313760;01;09;04;G;05;06;01
1382;343889;202207;202209;MG;310620;01;09;04;G;05;06;01
1383;343889;202207;202209;MG;310620;01;09;04;G;05;06;01
1384;343889;202207;202209;MG;312120;03;18;04;G;05;08;02
1385;343889;202207;202209;MG;312245;01;09;04;G;02;06;01
1386;343889;202207;202209;MG;311860;02;02;04;G;05;06;02
1387;343889;202207;202209;ES;320240;02;16;04;G;01;06;02
1388;343889;202207;202209;MG;310620;01;21;04;G;02;08;01
1389;343889;202207;202209;MG;310620;01;17;04;G;05;06;01
1390;343889;202207;202209;MG;311860;01;09;04;G;01;06;01
1391;343889;202207;202209;MG;310620;01;24;04;G;05;06;01
1392;343889;202207;202209;MG;310620;01;21;04;G;02;06;01
1393;343889;202207;202209;MG;315180;01;09;04;G;02;06;01
1394;343889;202207;202209;MG;310620;01;09;04;G;05;06;01
1395;343889;202207;202209;MG;314800;01;22;04;G;05;06;01
1396;343889;202207;202209;MG;317020;01;17;04;G;05;08;01
1397;343889;202208;202209;MG;313130;01;24;04;G;02;06;01
1398;343889;202208;202209;MG;311200;03;13;04;G;05;06;02
1399;343889;202208;202209;MG;313010;01;21;04;G;01;06;01
1400;343889;202208;202209;MG;317020;01;24;04;G;02;08;01
1401;343889;202208;202209;MG;310620;01;24;04;G;01;08;01
1402;343889;202208;202209;MG;310620;01;09;04;G;05;06;01
1403;343889;202208;202209;MG;311860;01;24;04;G;05;08;01
1404;343889;202208;202209;PB;250400;01;24;04;G;01;06;01
1405;343889;202208;202209;MG;310670;01;17;04;G;01;06;01
1406;343889;202208;202209;MG;310620;01;17;04;G;01;06;01
1407;343889;202208;202209;MG;310620;01;09;04;G;02;06;01
1408;343889;202208;202209;MG;310620;01;21;04;G;02;08;01
1409;343889;202208;202209;MG;310620;01;22;04;G;01;06;01
1410;343889;202208;202209;MG;313780;02;09;04;G;01;06;02
1411;343889;202208;202209;MG;313190;02;25;04;G;05;06;02
1412;343889;202208;202209;MG;310670;01;17;04;G;01;08;01
1413;343889;202208;202209;MG;310620;01;17;04;G;01;06;01
1414;343889;202208;202209;MG;310620;03;20;04;G;02;08;02
1415;343889;202208;202209;MA;211130;01;09;04;G;01;06;01
1416;343889;202208;202209;RJ;330452;01;09;04;G;01;08;01
1417;343889;202208;202209;MG;310620;01;17;04;G;02;06;01
1418;343889;202208;202209;MG;310620;01;09;04;G;02;06;01
1419;343889;202208;202209;MG;310620;01;01;04;G;02;06;01
1420;343889;202208;202209;CE;230050;01;09;04;G;01;06;01
1421;343889;202208;202209;MG;310620;01;17;04;G;01;06;01
1422;343889;202208;202209;MG;314390;01;09;04;G;02;08;01
1423;343889;202208;202209;MG;315980;01;24;04;G;01;06;01
1424;343889;202208;202209;MG;311830;01;17;04;G;01;06;01
1425;343889;202208;202209;MG;310620;01;09;04;G;05;06;01
1426;343889;202208;202209;MG;310620;03;13;04;G;02;06;02
1427;343889;202208;202209;MG;310620;01;09;04;G;01;06;01
1428;343889;202208;202209;MG;310620;01;09;04;G;01;06;01
1429;343889;202208;202209;MG;310620;01;17;04;G;02;06;01
1430;343889;202208;202209;MG;310620;01;01;04;G;01;08;01
1431;343889;202208;202209;MG;310620;01;09;04;G;01;06;01
1432;343889;202208;202209;ES;320240;01;24;04;G;02;08;01
1433;343889;202208;202209;MG;310620;01;22;04;G;02;06;01
1434;343889;202208;202209;MG;310620;01;21;04;G;05;06;01
1435;343889;202208;202209;MG;310620;01;24;04;G;05;06;01
1436;343889;202208;202209;MG;314800;02;14;04;G;02;06;02
1437;343889;202208;202209;MG;310620;01;24;04;G;05;06;01
1438;343889;202208;202209;MG;310620;01;09;04;G;05;08;01
1439;343889;202208;202209;MG;310670;01;17;04;G;01;08;01
1440;343889;202208;202209;MG;310670;01;17;04;G;02;08;01
1441;343889;202208;202209;MG;310620;01;01;04;G;02;08;01
1442;343889;202208;202209;MG;310620;02;05;04;G;01;08;02
1443;343889;202208;202209;MG;310620;02;09;04;G;05;06;02
1444;343889;202208;202209;MG;312770;01;17;04;G;01;06;01
1445;343889;202208;202209;MG;310620;01;09;04;G;05;08;01
1446;343889;202208;202209;MG;310620;01;17;04;G;01;08;01
1447;343889;202208;202209;SP;353440;01;21;04;G;01;06;01
1448;343889;202208;202209;PE;261160;01;09;04;G;01;08;01
1449;343889;202208;202209;MG;312870;01;09;04;G;01;06;01
1450;343889;202208;202209;MG;314800;01;22;04;G;01;06;01
1451;343889;202208;202209;SP;355030;01;17;04;G;02;08;01
1452;343889;202208;202209;MG;315180;01;24;04;G;01;08;01
1453;343889;202208;202209;MG;310620;01;17;04;G;02;08;01
1454;343889;202208;202209;MG;310620;01;17;04;G;01;06;01
1455;343889;202208;202209;MG;311860;01;09;04;G;01;06;01
1456;343889;202208;202209;MG;310620;01;09;04;G;05;08;01
1457;343889;202208;202209;MG;312980;02;25;04;G;01;08;02
1458;343889;202208;202209;AL;270020;01;21;04;G;02;06;01
1459;343889;202208;202209;MG;310670;01;17;04;G;01;06;01
1460;343889;202208;202209;MG;313370;03;13;04;G;05;06;02
1461;343889;202208;202209;MG;310620;01;09;04;G;01;06;01
1462;343889;202208;202209;MG;310620;01;17;04;G;01;06;01
1463;343889;202208;202209;MG;310620;01;24;04;G;05;08;01
1464;343889;202208;202209;MG;310620;01;17;04;G;01;06;01
1465;343889;202208;202209;MG;315460;01;01;04;G;01;08;01
1466;343889;202208;202209;MG;315670;01;09;04;G;01;06;01
1467;343889;202208;202209;MG;310620;02;11;04;G;01;06;02
1468;343889;202208;202209;MG;310620;01;21;04;G;05;08;01
1469;343889;202208;202209;MG;310670;01;07;04;G;01;06;01
1470;343889;202208;202209;MG;314330;01;09;04;G;01;08;01
1471;343889;202208;202209;MG;314930;03;18;04;G;05;08;02
1472;343889;202208;202209;MG;311100;03;20;04;G;01;08;02
1473;343889;202208;202209;MG;311860;01;17;04;G;05;06;01
1474;343889;202208;202209;MG;310620;01;01;04;G;05;06;01
1475;343889;202208;202209;MG;310620;01;09;04;G;01;06;01
1476;343889;202208;202209;MG;310670;01;17;04;G;01;06;01
1477;343889;202208;202209;MG;310620;01;09;04;G;01;06;01
1478;343889;202208;202209;MG;310620;01;21;04;G;05;06;01
1479;343889;202208;202209;MG;312410;02;25;04;G;02;08;02
1480;343889;202208;202209;MG;310670;01;09;04;G;01;06;01
1481;343889;202208;202209;MG;310620;01;09;04;G;02;06;01
1482;343889;202208;202209;MG;310620;01;09;04;G;01;06;01
1483;343889;202208;202209;MG;310620;01;17;04;G;05;06;01
1484;343889;202208;202209;MG;310460;01;09;04;G;05;06;01
1485;343889;202208;202209;MG;316710;01;09;04;G;01;06;01
1486;343889;202208;202209;MG;310620;02;25;04;G;01;08;02
1487;343889;202208;202209;MG;310620;02;25;04;G;01;06;02
1488;343889;202208;202209;MG;310620;01;21;04;G;01;08;01
1489;343889;202208;202209;RS;431440;01;09;04;G;01;06;01
1490;343889;202208;202209;MG;314330;01;17;04;G;02;08;01
1491;343889;202208;202209;MG;310620;02;02;04;G;05;08;02
1492;343889;202208;202209;MG;310620;01;21;04;G;01;06;01
1493;343889;202208;202209;MG;317010;01;09;04;G;01;06;01
1494;343889;202208;202209;MG;315460;01;17;04;G;01;06;01
1495;343889;202208;202209;MG;310620;01;17;04;G;02;06;01
1496;343889;202208;202209;MG;310620;03;18;04;G;05;06;02
1497;343889;202208;202209;MG;310620;02;02;04;G;01;06;02
1498;343889;202208;202209;MG;311850;01;17;04;G;05;06;01
1499;343889;202208;202209;MG;310620;02;25;04;G;05;06;02
1500;343889;202208;202209;MG;311860;01;24;04;G;01;06;01
1501;343889;202208;202209;PA;150420;01;21;04;G;01;06;01
1502;343889;202208;202209;MG;314800;02;02;04;G;02;06;02
1503;343889;202208;202209;PE;261160;01;17;04;G;01;06;01
1504;343889;202208;202209;MG;310620;01;17;04;G;05;06;01
1505;343889;202208;202209;PR;411370;01;09;04;G;01;06;01
1506;343889;202208;202209;MG;311660;01;09;04;G;01;06;01
1507;343889;202208;202209;MG;317120;01;24;04;G;05;08;01
1508;343889;202208;202209;MG;311860;01;17;04;G;01;06;01
1509;343889;202208;202209;MG;315680;02;06;04;G;05;06;02
1510;343889;202208;202209;RJ;330452;01;09;04;G;01;06;01
1511;343889;202208;202209;SP;354340;01;21;04;G;01;06;01
1512;343889;202208;202209;MG;310670;01;21;04;G;01;06;01
1513;343889;202208;202209;MG;310670;01;17;04;G;01;06;01
1514;343889;202208;202209;MG;311860;02;25;04;G;01;06;02
1515;343889;202208;202209;MG;316553;01;17;04;G;01;06;01
1516;343889;202208;202209;AP;160021;01;01;04;G;10;06;01
1517;343889;202208;202209;SE;280030;01;09;04;G;01;06;01
1518;343889;202208;202209;MG;310620;01;17;04;G;01;06;01
1519;343889;202208;202209;MG;310620;03;13;04;G;01;06;02
1520;343889;202208;202209;MG;310620;01;09;04;G;01;06;01
1521;343889;202208;202209;MG;310620;01;21;04;G;02;06;01
1522;343889;202208;202209;MG;310620;01;17;04;G;02;06;01
1523;343889;202208;202209;MG;310620;02;25;04;G;05;08;02
1524;343889;202208;202209;MG;310620;02;16;04;G;10;06;02
1525;343889;202208;202209;MG;311860;01;21;04;G;01;06;01
1526;343889;202208;202209;MG;313760;01;24;04;G;05;08;01
1527;343889;202208;202209;MG;313380;01;24;04;G;05;06;01
1528;343889;202208;202209;MG;311860;01;17;04;G;01;06;01
1529;343889;202208;202209;MG;310620;01;09;04;G;01;06;01
1530;343889;202208;202209;MG;311860;01;17;04;G;05;06;01
1531;343889;202208;202209;MG;310620;01;17;04;G;05;06;01
1532;343889;202208;202209;MG;317020;01;24;04;G;01;06;01
1533;343889;202208;202209;SP;355030;01;09;04;G;01;06;01
1534;343889;202208;202209;MG;317120;01;21;04;G;01;06;01
1535;343889;202208;202209;MG;313510;01;21;04;G;01;06;01
1536;343889;202208;202209;MG;310670;01;17;04;G;01;08;01
1537;343889;202208;202209;MG;310620;01;17;04;G;01;06;01
1538;343889;202208;202209;MG;310010;01;09;04;G;05;06;01
1539;343889;202208;202209;MG;311860;01;22;04;G;01;06;01
1540;343889;202208;202209;MG;310620;01;17;04;G;01;06;01
1541;343889;202208;202209;MG;315460;01;24;04;G;01;06;01
1542;343889;202208;202209;MG;310600;01;17;04;G;05;06;01
1543;343889;202208;202209;MG;310620;01;17;04;G;05;06;01
1544;343889;202208;202209;MG;310620;01;17;04;G;01;06;01
1545;343889;202208;202209;MG;310620;01;17;04;G;05;06;01
1546;343889;202208;202209;MG;310600;02;25;04;G;02;06;02
1547;343889;202208;202209;MG;317020;01;24;04;G;05;06;01
1548;343889;202208;202209;MG;317020;01;09;04;G;01;06;01
1549;343889;202208;202209;MG;317020;01;21;04;G;02;06;01
1550;343889;202208;202209;MG;317020;01;22;04;G;02;06;01
1551;343889;202208;202209;MG;313760;01;21;04;G;02;08;01
1552;343889;202208;202209;MG;317020;01;22;04;G;02;08;01
1553;343889;202208;202209;MG;310620;01;17;04;G;02;06;01
1554;343889;202208;202209;MG;310620;01;09;04;G;01;06;01
1555;343889;202208;202209;MG;314800;01;22;04;G;01;06;01
1556;343889;202208;202209;MG;314480;01;17;04;G;05;08;01
1557;343889;202208;202209;MA;210005;01;21;04;G;05;08;01
1558;343889;202208;202209;MG;310620;01;21;04;G;01;06;01
1559;343889;202208;202209;MG;310620;01;22;04;G;02;06;01
1560;343889;202208;202209;MG;310620;01;21;04;G;01;06;01
1561;343889;202208;202209;MG;312090;01;17;04;G;05;06;01
1562;343889;202208;202209;MG;312410;01;09;04;G;01;06;01
1563;343889;202208;202209;MG;310620;01;17;04;G;01;06;01
1564;343889;202208;202209;MG;312410;01;17;04;G;01;06;01
1565;343889;202208;202209;MG;310620;01;17;04;G;05;06;01
1566;343889;202208;202209;MG;313630;01;24;04;G;02;08;01
1567;343889;202208;202209;ES;320240;02;09;04;G;05;06;02
1568;343889;202208;202209;MG;315460;01;17;04;G;05;06;01
1569;343889;202208;202209;MG;314330;01;21;04;G;02;06;01
1570;343889;202208;202209;MG;310620;02;02;04;G;10;08;02
1571;343889;202208;202209;MG;310620;01;21;04;G;02;06;01
1572;343889;202208;202209;MG;310620;02;25;04;G;02;06;02
1573;343889;202208;202209;MG;310620;03;13;04;G;05;06;02
1574;343889;202208;202209;GO;521250;01;24;04;G;01;08;01
1575;343889;202208;202209;SP;352310;01;09;04;G;05;08;01
1576;343889;202208;202209;MG;310670;01;17;04;G;05;06;01
1577;343889;202208;202209;MT;510180;01;09;04;G;01;06;01
1578;343889;202208;202209;MG;315780;01;24;04;G;01;06;01
1579;343889;202208;202209;MG;314390;01;24;04;G;01;06;01
1580;343889;202208;202209;MG;310620;02;25;04;G;02;06;02
1581;343889;202208;202209;MG;310620;01;22;04;G;05;06;01
1582;343889;202208;202209;MG;310620;01;09;04;G;01;06;01
1583;343889;202208;202209;MG;310620;01;09;04;G;05;08;01
1584;343889;202208;202209;MG;310620;01;21;04;G;05;06;01
1585;343889;202208;202209;MG;310620;01;09;04;G;02;06;01
1586;343889;202208;202209;MG;311860;01;09;04;G;01;08;01
1587;343889;202208;202209;MG;311860;01;24;04;G;02;06;01
1588;343889;202208;202209;MG;317120;01;09;04;G;01;06;01
1589;343889;202208;202209;MG;310620;01;09;04;G;05;08;01
1590;343889;202208;202209;MG;310620;01;17;04;G;01;06;01
1591;343889;202208;202209;MG;310620;03;13;04;G;02;08;02
1592;343889;202208;202209;MG;310620;01;09;04;G;01;06;01
1593;343889;202208;202209;CE;230015;01;09;04;G;05;06;01
1594;343889;202208;202209;MG;314930;01;17;04;G;02;06;01
1595;343889;202208;202209;MG;310620;01;24;04;G;02;06;01
1596;343889;202208;202209;MG;310620;01;17;04;G;01;06;01
1597;343889;202208;202209;MG;312090;03;13;04;G;02;06;02
1598;343889;202208;202209;MG;310620;02;02;04;G;01;08;02
1599;343889;202208;202209;MG;311860;01;17;04;G;05;06;01
1600;343889;202208;202209;MG;310620;01;09;04;G;02;06;01
1601;343889;202208;202209;MG;310620;01;21;04;G;05;06;01
1602;343889;202208;202209;MG;310620;01;17;04;G;01;06;01
1603;343889;202208;202209;MG;310620;01;17;04;G;02;06;01
1604;343889;202208;202209;MG;310620;01;21;04;G;05;06;01
1605;343889;202208;202209;MG;310620;02;05;04;G;02;06;02
1606;343889;202208;202209;MG;310620;02;09;04;G;02;06;02
1607;343889;202208;202209;MG;310620;01;01;04;G;01;08;01
1608;343889;202208;202209;MG;310620;01;21;04;G;01;06;01
1609;343889;202208;202209;MG;311860;01;24;04;G;05;08;01
1610;343889;202208;202209;MG;311860;01;17;04;G;01;06;01
1611;343889;202208;202209;MG;311860;02;11;04;G;05;08;02
1612;343889;202208;202209;MG;314330;01;24;04;G;05;08;01
1613;343889;202208;202209;MG;310620;01;21;04;G;02;06;01
1614;343889;202208;202209;MG;310620;01;17;04;G;01;06;01
1615;343889;202208;202209;MG;310620;01;09;04;G;01;06;01
1616;343889;202208;202209;MG;312230;01;09;04;G;02;08;01
1617;343889;202208;202209;MG;310620;03;20;04;G;05;08;02
1618;343889;202208;202209;MG;310620;01;22;04;G;05;06;01
1619;343889;202208;202209;MG;310620;01;24;04;G;01;06;01
1620;343889;202208;202209;MG;312980;03;13;04;G;01;08;02
1621;343889;202208;202209;PR;410690;01;09;04;G;10;06;01
1622;343889;202208;202209;MG;310620;02;25;04;G;02;08;02
1623;343889;202208;202209;MG;310620;01;01;04;G;01;08;01
1624;343889;202208;202209;MG;310205;01;17;04;G;01;06;01
1625;343889;202208;202209;MG;317020;01;21;04;G;01;06;01
1626;343889;202208;202209;MG;313760;01;21;04;G;02;08;01
1627;343889;202208;202209;MG;316720;01;09;04;G;05;06;01
1628;343889;202208;202209;MG;312980;02;25;04;G;05;06;02
1629;343889;202208;202209;MG;315670;01;17;04;G;05;08;01
1630;343889;202208;202209;MG;311860;03;13;04;G;01;06;02
1631;343889;202208;202209;MG;310620;01;17;04;G;02;06;01
1632;343889;202208;202209;MG;310620;01;09;04;G;02;06;01
1633;343889;202208;202209;MG;310620;01;17;04;G;05;06;01
1634;343889;202208;202209;MG;310620;01;09;04;G;01;06;01
1635;343889;202208;202209;MG;310620;01;09;04;G;01;06;01
1636;343889;202208;202209;MG;310620;01;09;04;G;05;08;01
1637;343889;202208;202209;MG;310620;01;24;04;G;02;08;01
1638;343889;202208;202209;MG;315460;02;09;04;G;01;06;02
1639;343889;202208;202209;RJ;330455;01;09;04;G;01;06;01
1640;343889;202208;202209;MG;310620;01;17;04;G;01;06;01
1641;343889;202208;202209;MG;310620;02;06;04;G;05;06;02
